run_id,config,episodes,avg_reward_last100,avg_carbon_last100,rl_test_reward,rl_test_carbon,random_test_reward,random_test_carbon,epsilon_final,learning_rate,gamma,epsilon_decay,training_time_s
qlearning_v1,configs/qlearning_v1.yaml,1000,182.77,0.55,198,14,13,14,0.0,0.1,0.95,0.995,33.35
