run_id,config,episodes,avg_reward_last100,avg_carbon_last100,rl_test_reward,rl_test_carbon,random_test_reward,random_test_carbon,epsilon_final,learning_rate,gamma,epsilon_decay,training_time_s
qlearning_v2,configs/qlearning_v2.yaml,1000,185.27,0.14,184,9,57,9,0.0,0.2,0.99,0.99,30.33
